rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
2.0,demo derby,"drags and crashes fairly regularly on my kindle- which bums grandson seriously.  I will keep looking. I just wish when you go to the kindle app store, the apps would work really well on any kindle.",[],B012DEU2V2,B012DEU2V2,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1513281540032,7,True
3.0,Alexa app,"It's a bit jerky and I do have to really work to get to a place I need to get to... so maybe not super intuitive for older folks?  Everyday I work with it though in order to get the most out of my Alexa.  If you order Alexa you will have to use this app.  *note: I am using the app on my android device... it might work more easily with one of my kindles, however, it's still a bit more difficult to navigate than I would like.  I am certain they will improve it.",[],B00P03D4D2,B00P03D4D2,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1502318115311,10,True
5.0,Willy Wonka slots,"Yeah.  If you like the movie, you're gonna love this slots game.  I have found it's a little tight.. but the graphics and story makes it a great time waster.  Also, you do NOT have to have internet connection to play.  It doesn't freeze or shut down.  So far, I like it.",[],B01C381NS4,B01C381NS4,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1498366787139,18,True
4.0,useful,"It's a great way to search an area for sale or rent...  You can set the notifications which is useful.  If you looking to buy or rent, I recommend it.",[],B004GWRMWC,B004GWRMWC,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1454300068000,1,True
1.0,don't bother...too many bugs... NO  solutions,"UPDATE 3/17/2018 AVOID ALL ZYNGA games. If they decide to &#34;end&#34; a game - all the purchases you make in game are gone... not to mention any and all tokens.  What a HUGE ripoff.  BOYCOTT ZYNGA.  Unless you don't care about money.  Soooo disappointed.<br />UPDATE....9/8/2016...  I have REPEATEDLY attempted to contact the developer to inform them that you cannot click on and review ads for the 3 million tokens.  It freezes and/or shuts down every device I have it loaded on....  a kindle fire....an LG 4 smart phone.....  It is SUPER frustrating because I have sent all the asked for info.  And yet... nothing gets fixed.  Honestly, it's not worth the hassle... it WAS a sort of fun time waster... Now it's just a waste of time.  Shame on the developer.  And if you've bought ad time on this game... guess what? NO ONE is seeing it.  Grrrrrr  Worse???  This is AN AMAZON APP!!!  Amazon?? WHERE ARE YOU???",[],B00OBWTD0G,B00OBWTD0G,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1449081370000,14,True
3.0,Ugh,"SUPER SUPER tight.... Buying tokens didn't help.  REQUIRES you to allow it access to your facebook if you want to &#34;register&#34;.... otherwise you play as an anonymous guest EVEN if you buy tokens.  Frankly, I would pass unless you like selling your facebook ad space and selling out all your friends and family.",[],B012H4JCQY,B012H4JCQY,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1448146988000,5,True
3.0,TOO tight,"Up side.... 1.not a lot of ads... except to buy tokens<br />Down side....<br />1. SUPER tight payouts... (cause they want you to buy tokens, right?) but that makes you less likely to play<br />2.  Once a day &#34;gift&#34; tokens... VERY small - most of the time used in 2 spins<br />3.  They bring in new games and then take them away... so far, the really fun games!<br />4.  A bunch of &#34;high roller&#34; games that are ridiculous to play unless you buy millions of tokens, so they are a waste<br />5.  Even after &#34;buying&#34; tokens they STILL don't pay out any better and STILL accost you with ads to buy more tokens.<br />6.  The worst part is that in order to make an &#34;account&#34; so you don't loose you purchased tokens you MUST allow them access to your facebook!!! You would think if you'd purchased tokens you could set up using an email.. I got the msg after trying to set up with my gmail, &#34;We are currently not allowing account setups with gmail.&#34;  - or any other email.<br />So I guess when I run out of the tokens I bought I will just uninstall.<br />BEWARE of &#34;unhelpful&#34; votes as they are likely the seller that doesn't like that you are providing honest reviews.",[],B008K6G8CK,B008K6G8CK,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1447855516000,20,True
3.0,It's ok,"lots of ads.... but it hasn't crashed my kindle hd yet... so I will keep it.  The ads actually interrupt your game which is REALLY annoying, in fact almost a deal breaker for me.  I don't &#34;purchase&#34; in game so the ads come along with the deal. It never really lets you get &#34;ahead&#34;... perhaps if you &#34;buy&#34; the tokens it might let you win more?  I am on the fence.  If I run out of tokens, I will just uninstall.  I will say that some of the slots available are sort of interesting... others are incredibly boring.  Something for everyone I guess.",[],B00OYTU62K,B00OYTU62K,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1439239552000,0,True
4.0,Like it 4 stars worth,"I like Amazon music with prime much better than Pandora... it's FREE (with Prime).  Now... if it were as easy to use as Pandora and others, it would 5 star.  I love that it doesn't limit the skip forwards... you can still rate the songs... and there are SO many choices.  Just ANOTHER reason to get prime, every year.",[],B004FRX0MY,B004FRX0MY,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1436333679000,1,True
5.0,fun and easy,"This is a pretty easy game... but I like it.  I also put it with my grandson's game list on my cell as he really enjoys this type of puzzle/think games.  I have a LG G4 and so far, no issues.  I will update if there are any problems.",[],B00J3AW23G,B00J3AW23G,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1436129623000,1,True
4.0,yes,"I have to admit that I was one of those who jumped ship WAY back when they decided to raise the prices SO much.  I had the get the DVD in the mail type account.  After a fair amount of time and improvements in service, I've returned for the streaming.  I do really love the access on the Fire Stick.  AND I hear that Netflix will begin being available at Marriotts.  That is perfect for me as I travel a LOT I stay exclusively at Marriotts for the points.  Win..win.",[],B005ZXWMUS,B005ZXWMUS,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1435014980000,9,True
3.0,It is a possibility,"I have a kindle HD... so far it hasn't crashed... but the sound is a bit wanky on some of the sounds... I would give it an additional star for better quality sound and less obvious looping - making the sounds longer so you can't figure the pattern... Some of the sounds are just awful... what they call &#34;air conditioning&#34; sounds like blasting jet engines to me.  But if that is &#34;white noise&#34; for you, you'll love it.  The cat purring is pretty cool - if you have a cat or miss your cat... Wish the &#34;chimes&#34; was not so sharp --- a deeper tone. There are &#34;adjustments&#34; but they aren't quite enough to make the sounds comfortable.  You could possibly wake the dead with the sharp tones of the &#34;chimes&#34; -plus the loop on this one is way too short.... Anyway... I pretty sure there's something for everyone.  It's all personal preference. I dislike that just leaving the app doesn't turn it off.  You have to actually chose &#34;exit&#34; on a drop down list.  Anyway... For the sounds and use as &#34;white&#34; noise&#34;....I recommend giving it a try and decide for yourself.",[],B007BFSYMS,B007BFSYMS,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1435014817000,1,True
1.0,App is awful,"Nope.  Not only did it NOT work... it messed up my fire remote causing Amazon to send a replacement.  What a drag.  I have a Samsung Galaxy S5.  Too bad they encourage you in the Fire Stick tutorial to &#34;pair&#34; your android/iphone to your stick.  What a big mess.  Not a fan.<br />*However... after remote was replaced, the Fire Stick works well.. just remember you must be connected to really strong, reliable internet for streaming or face the constant &#34;slow internet&#34; popup.....",[],B00ODIASKC,B00ODIASKC,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1429756411000,3,True
4.0,I like it - and I'm old.,"Honestly, this is probably a game meant for the 8-10 year range... so I am a BIT beyond their &#34;target&#34; age.  That being said... I like the mind numbing quality and the distraction of it.  You &#34;accept&#34; rescue animals, feed, treat, care for them and then they are adopted or released.  It's time management, although there is no penalty and task juggling. You can accumulate pretend $$ that allow you to &#34;purchase&#34; other items, yard decor, etc... I don't notice any annoying app habits (ads, contstant reminder pop-ups - etc).  I think it does drain a bit of your battery... but I usually don't play it that long.  I also have a task killer to be sure it's off when I'm done as with all apps.  Honestly, it's good, easy fun.  I hope they will itroduce new animals as time goes on and new care options.  I got this as a free app of the day, however, it would be worth a buck or two to me otherwise. Happy brain break to all!",[],B00Q8LU122,B00Q8LU122,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1425307462000,4,True
4.0,like to play with my grandson,got this game for those moments when I have to sit for a minute or two... it's fun... maybe alittle complicated but still fun.  I actually got this for my 4 year old grandson to work on with me.  We like to laugh together and this definitely works in that world.,[],B00AA0TJO8,B00AA0TJO8,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1422876946000,0,True
2.0,too boring,Ahhhh... there is only one tune and once you do it successfully I guess you just keep doing the same thing to beat your last time?? It would be cool if there were a dozen different tunes... different levels... increasing the challenge?  I think it could be a lot more fun... it's just not to me....I just uninstalled it.,[],B00QPB5KK8,B00QPB5KK8,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1418703096000,2,True
4.0,xmas fun,"This is great if you have a few minutes to waste, this is a great game.... you tap the matching icons... I was confused for just a second trying to slide the icons to match them. I have this loaded on my kindle fire HDX and my samsung galaxy 5. No problems so far.",[],B00GOLXR5O,B00GOLXR5O,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1418702968000,1,True
4.0,time blower,The puzzles are Xmas themed as you would expect. There is a small ad bar on bottom of screen that isn't annoying. The games are very easy but it does offer a hint before you 'hang'. I think this would be fun for 8-10yrs. Probably too easy for adults but if you are looking for a holiday time blower this is a good one. You can register and track highest scores. Nice that you aren't asked to buy more stuff as you're playing.,[],B00IP4V9TE,B00IP4V9TE,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1418568784000,3,True
3.0,its ok,"Overall, I pretty much am not in love with Facebook, but if you want to keep in touch with the youngsters in your family, you've got to do facebook... which means getting the app too.  I have a Samsung Galaxy 5 and it seems to work. But I do prefer to access Facebook from my computer.  Easier to see all the options.",[],B0094BB4TW,B0094BB4TW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1414603417000,0,True
1.0,One Star,Sadly this game crashed my phone every single time I tried to use it.... Samsung Galaxy5...,[],B00NY4N3GC,B00NY4N3GC,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1414530024000,2,True
4.0,Love Alaska,"I travel Alaska multiple times a year.  App works and is useful.  I haven't had any issues with it.  NOTE: if you purchase a &#34;vacation package&#34; on the website, the app will not help you with your seats or other changes.. you will have to call the &#34;vacation specialists&#34; for that still. Will move to 5 stars once they can add that.",[],B00BMAR5CI,B00BMAR5CI,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1410988868000,0,True
5.0,works well,"My husband convinced me to try this app as we are traveling more on United than in the past... it's very easy to use.  You can change seats, do some upgrades and basically see what's going on with your flight.  So much quicker than a phone call. So far, no negative effects on my phone, ie... crashes, etc...  I like it.",[],B006C4JHT8,B006C4JHT8,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1410134595000,0,True
5.0,easy,"Honestly, this is pretty good for free.  The ads are too annoying and it's a brainless time waster.  I have a galaxy 5 and it works well.",[],B00H5R34BS,B00H5R34BS,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1408919003000,1,True
1.0,I would not recommend,"I have a samsung galaxy 5... and it crashed my phone about three times so I removed it.  Also, the ads were so annoying.",[],B00FSCBNRE,B00FSCBNRE,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1408918831000,3,True
4.0,This game is pretty light weight,"This game is pretty light weight, but it is amusing.  While I tried I actually bought it for my 3 1/2 grandson thinking he will like it... explore it... The good news is that there isn't any annoying ads, popups, or bloat ware that I am aware of or have noticed. I actually really like playing it.  The old guy's voice is so sweet with his accent and encouraging comments.  It's sort of a puzzle/solution type of game. He tells you what he wants you to do and then you figure out, with the seemingly random pieces, how to accomplish the task. I got it as a FAOTD.  Hope you can catch it if comes back around, however, I think I might actually pay for it.  Hope this helps in some way.",[],B00GB5ND9S,B00GB5ND9S,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1404882923000,1,True
1.0,"just like ""candy crush"" type games","It may be free to download and play for a few rounds... but then the &#34;opportunity&#34; to pay to advance is presented.  I just HATE that.  And thus, I quickly uninstalled.  Before discovering the paid &#34;opportunites&#34; I found it just &#34;ok&#34; and quickly boring.",[],B00IKZX1ZI,B00IKZX1ZI,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1400311050000,3,True
2.0,FAOTD,"I downloaded this game and played several rounds before deciding it just wasn't fun.  As others reported, the size of the screen is problematic.  In fact, I didn't realize the first game I had to slide the scene back and forth as there were areas I wasn't seeing and was &#34;missing&#34; items.  Just wasn't as good as I had hoped for.  If you like it, good!  This is just my personal opinion!",[],B00IEQDOLO,B00IEQDOLO,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1398262726000,0,True
3.0,not really for me,I thought this would be a little more full anatomy... it's mostly muscular.  Which is great if that is your study.  It is a personal choice and this app is just not for me.,[],B006CTJCWK,B006CTJCWK,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1396991141000,1,True
4.0,good for you,"I got this app to help me relax and practice meditation.  It is a personal choice, but I found this app helpful.  I also believe that this type of relaxation and meditation is good for mind and body.",[],B0052OSTOS,B0052OSTOS,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1394994806000,0,True
5.0,3 year old grandson loves,My grandson loves this game.  I have a several on my phone for whenever the time arises.  He loves trains and puzzles so this works brilliantly.,[],B00ENTD7RW,B00ENTD7RW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1394994144000,0,True
5.0,3 year old grandson loves,I have a variety of games for my 3 year old grandson to play on my phone and he likes this one.  I prefer games that have something to offer educationally and this one is great.  Challenging but still fun.,[],B00AYCOAL4,B00AYCOAL4,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1394992767000,1,True
4.0,a different word game,"Listen, most word games are about all the same... and this one is too.  But it is fun, makes your brain think.  But it's not too hard.  Just enough to make you think and yet, not too hard so that it isn't fun.",[],B00A9PZ6VE,B00A9PZ6VE,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1394991602000,0,True
4.0,use it often when traveling,"I use Open table mostly when I am traveling.  It is helpful when trying to locate a restaurant nearby AND see the menu before getting there.  Open Table offers the phone number and map directions.  I have collected a bunch of diner &#34;points&#34;... not sure what I will do with them... but supposedly you'll get free meals and such.  Haven't done that yet, so I can't speak to that.  I do think it's very handy to use just about everywhere.",[],B00IJJQ1VG,B00IJJQ1VG,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1394990141000,3,True
5.0,3 year grandson starts with this one,"My 3 year old grandson starts with this one, before moving on to puzzles and such... He LOVES it.  I thought he would get tired of it but so far, not.  I find myself doodling with it from time to time.  It does appear to carry spy or bloatware so that is a bonus too.",[],B008I3DZI0,B008I3DZI0,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1392602198000,1,True
5.0,good clean fun,I got this as a free app of the day. Its a good time spender. Has never crashed and as far as I can tell no malware. It did annoy me by the rating pop up between games so hopefully this will solve that. I play it and so does my 3 year grandson. He likes to cut the buttons and then &amp;#34;back up&amp;#34; to start over. Its great free but I probably would have considered buying it.,[],B00EEDJHXA,B00EEDJHXA,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1391875795000,1,True
5.0,love,"I got this for my 2 yr old grandson. He LOVES it. Bonus, it didn't suck my battery. I was worried some of the games would be too hard but no. I would easily recommend this one.",[],B00FWRNW1A,B00FWRNW1A,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1382845563000,17,True
5.0,Five Stars,a necessary read,[],B00G5C6RW2,B00G5C6RW2,AFKSYG2XHOCLCVDDKEZMWQTFFG7A,1426606991000,3,True
5.0,Adorable App,It's really amazing. Reminds me not to drink too much water at once.,[],B00Q5Z4050,B00Q5Z4050,AFKSYG2XHOCLCVDDKEZMWQTFFG7A,1423627653000,0,True
1.0,Loved this back in the day,But unfortunately you can’t play it on newer versions of computers.  We love it so much with our son thought we would try it with our grandson.,[],B000UDI70C,B000UDI70C,AH4VGTN3VWRIESJMI4VGQHSQ4KRA,1632092139548,0,True
5.0,Five Stars,"DVD 's arrive on time and in good condition. Reasonable, low pricing for subscription.",[],B005ZXWMUS,B005ZXWMUS,AGD53FZJLNU4UOJE43EZTFFDJYTA,1410440547000,0,True
2.0,I love America and love Trump,"As a legal immigrant, I feel they are anti American, I love America and love Trump.",[],B006PJ3UKC,B006PJ3UKC,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1506213074428,0,True
5.0,Terrific,"I love this app on my Fire 10 pad, I set it on my tread mill, and walk very fast with it. Exercise is boring without it. This is fun.<br />Lost 7 pound without trying.",[],B00IPR6IDS,B00IPR6IDS,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1455572198000,2,True
3.0,Crazy Twitter,"I assume it is great, but Twitter tells me my phone number is used by some one else, I gave them my house phone. HELLO, stupid Twitter tells me they mailed me password, really on a land line phone? Smart Twitter acting stupid. I have my telephone number forever on my Amazon account and smart phone. I do not know how I can get on Twitter. Maybe someone can give me advice for my smart phone, I sure not smart enough to tell Twitter or know how to contact them.",[],B004SOR4H6,B004SOR4H6,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1439757215000,7,True
1.0,"Useless, wants me to put in the name","Useless, wants me to put in the name, how do I know the name from callers, who call you all day. Only telephone numbers do not work alone for blocking.",[],B00CXA1VM6,B00CXA1VM6,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1439756795000,2,True
5.0,Great App. Shows how far I went,"I keep the Amazon Fire Phone in my pocket all day. The End of the day, I see if I met my goal, I average 6000-10,000 per day. which keeps me fit. Great App. Shows how far I went, calories  etc.",[],B00VPI6T7Y,B00VPI6T7Y,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1438563479000,0,True
5.0,Love this App,"I have FB for 5 years, and really got into it, I enjoy my page: I LOVE AMERICA.  Have almost 11,000 FB people, we enjoy the same conservative views and it keeps me busy. It is actually a job. (joking) Recommend it highly. Thank you FB, who every invented it.",[],B0094BB4TW,B0094BB4TW,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1438563186000,10,True
5.0,"Greated Music station, from around the world. any song you like, any artist you like.","Being from Europe and like German, Italian and French music. This is the greatest music station ever. You can build your own radio, 1000's of German albums and from over every country in the world.  If you classical fantastic. I also love 60's music form America. You will love this station. I promise it. 7 days are free, or you can pay 3.99 this is word it. It is a great company.",[],B00KLBR6IC,B00KLBR6IC,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1438562587000,8,True
5.0,This app is a must.,Recommend it highly for my Amazon Fire Phone and it is free.,[],B00DS40U96,B00DS40U96,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1438562061000,0,True
1.0,This app is trash😠😡,I hate this app so much so not but it.,[],B07HPBB6BL,B07HPBB6BL,AHPUDDBBBV2WPNPBJXFXK3NJP7DQ,1560962966992,1,True
4.0,Movies,Good apps. But have code for digital and some don’t work very fussy and movies are too expensive,[],B075VFR5DB,B075VFR5DB,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1655652246638,4,True
5.0,Love it,Great video,[],B0117U0G3M,B0117U0G3M,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1655651148217,19,True
1.0,Game,Ok,[],B01CBV2K8U,B01CBV2K8U,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1630176137276,8,True
1.0,Game,Ok,[],B017BLMEJK,B017BLMEJK,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1630176005094,1,True
2.0,Game,Ok,[],B01HBJ4MPQ,B01HBJ4MPQ,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1630175859628,5,True
2.0,Game,Ok,[],B013KBCXJQ,B013KBCXJQ,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1630175780048,1,True
2.0,Game,Ok,[],B07QJVPBPP,B07QJVPBPP,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1630175683561,13,True
4.0,Game,Ok,[],B07YCRJZXH,B07YCRJZXH,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1620329168250,0,True
3.0,Game,Ok,[],B012GOSOD2,B012GOSOD2,AHFZUNQFXSVVT6Z6BYKE5CLBX3KQ,1620329086480,0,True
